943;
1682;
21201;
253,465
286,1014
200,222
122,387
38,95
160,234
278,603
287,327
246,201
242,1137
249,241
99,4
25,181
59,196
290,143
42,423
138,26
60,427
57,304
127,229
225,237
225,480
291,144
267,518
279,154
119,1153
90,382
166,328
271,132
160,174
42,96
168,151
44,195
264,200
72,195
222,750
59,23
286,379
305,427
213,273
90,98
80,466
200,673
213,172
292,174
232,483
161,202
148,408
97,228
272,178
151,10
6,14
303,69
200,318
36,339
119,237
295,218
233,202
307,89
38,153
113,595
292,11
189,520
218,209
119,222
301,79
145,237
296,705
16,64
77,484
296,508
13,215
16,705
187,64
200,304
170,749
184,321
303,134
69,256
13,56
294,271
200,96
16,197
142,169
21,558
197,96
269,522
272,12
296,20
180,462
256,781
263,176
151,197
293,135
213,173
59,715
125,163
174,315
60,60
287,1
286,288
250,596
137,144
189,1060
269,246
263,419
72,182
290,50
200,365
54,742
264,721
10,611
128,603
119,382
56,121
308,81
230,742
239,1099
245,1028
295,961
6,98
118,200
283,1114
10,100
189,56
226,242
280,631
60,430
42,274
1,202
97,222
117,268
42,588
292,661
274,845
188,692
90,1198
22,128
8,22
222,173
1,171
200,11
90,25
208,216
286,153
7,492
16,55
239,1070
56,449
308,187
276,64
159,1028
276,181
13,823
189,20
146,1022
291,686
236,57
232,52
168,866
90,506
186,566
44,660
118,774
7,661
77,474
207,318
7,648
87,82
44,449
230,304
92,121
44,443
270,25
239,272
216,55
188,143
7,378
59,92
69,268
7,200
113,126
173,328
16,194
235,70
125,190
303,161
90,923
297,57
21,447
18,408
270,98
68,237
89,216
286,175
256,86
221,48
201,203
150,181
174,937
99,1016
2,251
83,281
222,53
24,64
279,741
16,8
145,56
21,164
239,491
185,287
239,194
197,511
239,513
208,663
62,182
174,660
90,12
283,432
311,98
286,73
56,222
210,204
239,9
152,685
24,191
13,181
2,50
14,213
57,79
230,963
297,275
8,50
175,127
7,644
276,419
83,210
313,616
279,168
276,474
63,100
16,178
90,945
274,50
296,222
286,85
7,451
66,181
206,302
222,22
314,28
270,558
248,117
125,318
138,523
291,15
239,96
10,488
23,258
118,654
262,64
174,402
256,487
285,150
97,670
37,403
165,372
176,324
117,181
19,435
188,96
58,173
244,154
16,209
151,835
200,588
312,133
151,12
305,483
141,258
94,651
14,174
296,429
13,868
87,210
10,285
216,174
4,303
276,357
62,433
239,475
130,234
208,197
24,763
160,160
54,676
210,97
58,709
152,111
1,253
87,177
125,134
291,428
288,272
274,748
70,419
151,919
199,268
38,161
121,14
210,527
312,573
117,15
64,516
85,187
216,196
144,153
210,274
1,113
6,492
279,746
310,116
13,121
280,127
11,723
184,514
22,258
60,208
270,778
200,478
63,1007
156,641
160,430
45,109
272,1101
184,86
285,151
271,187
94,211
246,425
115,8
95,1
147,904
72,427
263,416
145,22
71,89
182,69
151,485
109,258
151,372
282,327
304,237
18,113
83,82
90,499
87,196
92,176
164,685
92,180
73,657
158,770
90,507
271,482
170,292
60,1021
38,679
316,98
25,25
287,294
49,47
296,855
145,1245
145,448
118,475
119,718
99,50
306,14
227,295
16,56
62,132
240,313
291,7
31,484
56,172
65,196
215,423
180,68
188,218
189,197
13,150
256,25
22,510
312,494
264,504
239,58
312,921
249,746
79,100
253,510
214,42
7,81
6,469
109,627
305,50
94,58
151,317
49,547
303,176
276,157
7,576
25,258
18,496
59,583
210,357
42,195
246,68
60,525
311,203
209,251
261,340
9,298
196,655
134,313
247,736
311,83
251,1014
59,550
58,100
286,1316
160,56
59,215
30,435
84,12
94,168
239,529
90,657
261,875
190,302
112,289
301,202
294,127
58,268
137,300
164,117
286,34
151,89
248,475
203,181
305,189
74,272
177,56
239,187
159,127
5,382
319,313
270,736
293,496
21,98
303,209
314,95
151,387
230,378
270,370
256,716
303,435
62,258
77,195
99,742
94,347
313,96
296,248
210,161
185,269
216,69
147,292
87,211
97,89
186,470
10,504
148,114
94,9
67,64
7,581
44,250
11,741
306,242
198,135
232,91
239,10
130,267
90,662
148,70
7,528
158,190
73,357
4,361
64,778
244,89
295,704
269,285
160,187
141,274
260,990
223,969
99,181
197,515
295,47
311,385
279,491
145,393
269,156
276,180
296,258
125,239
244,652
311,172
7,582
7,127
204,340
13,493
184,100
