943;
1682;
55375;
298,474
253,465
286,1014
200,222
122,387
291,1042
119,392
167,486
299,144
308,1
38,95
63,277
160,234
301,98
225,193
290,88
157,274
278,603
7,32
10,16
284,304
287,327
246,201
242,1137
249,241
99,4
251,100
260,322
25,181
59,196
87,384
290,143
42,423
292,515
201,219
246,919
138,26
60,427
57,304
223,274
189,512
194,165
178,248
127,229
225,237
225,480
291,144
222,366
267,518
11,111
95,625
8,338
162,25
87,1016
279,154
119,1153
62,498
28,209
135,23
90,382
286,208
216,144
166,328
250,496
271,132
160,174
265,118
42,96
168,151
110,307
58,144
90,648
271,346
237,514
94,789
298,317
44,195
264,200
72,195
222,750
262,1147
59,23
286,379
244,815
7,479
87,274
13,272
305,427
299,955
269,504
194,466
160,135
10,486
259,117
303,919
213,273
90,98
68,117
172,177
19,4
268,231
44,294
43,137
80,466
254,164
66,298
99,79
13,98
7,455
222,755
200,673
119,328
213,172
130,379
38,328
130,216
256,452
1,61
72,48
13,360
292,174
232,483
181,220
259,255
305,471
161,202
148,408
97,228
58,1098
83,234
90,347
272,178
125,478
299,14
151,10
269,127
6,14
303,69
301,790
87,554
294,109
286,171
200,318
178,568
62,65
92,172
301,401
36,339
279,68
250,7
119,237
295,218
66,258
233,202
83,623
100,344
301,56
307,89
83,576
297,133
38,153
7,382
264,813
85,507
286,143
113,595
292,11
275,98
189,520
218,209
119,222
158,177
222,118
301,79
145,237
23,385
201,767
296,705
16,64
154,357
77,484
296,508
222,77
13,215
16,705
270,452
187,64
200,304
170,749
128,204
1,33
1,160
184,321
94,343
128,508
308,1197
303,134
69,256
254,662
276,2
267,410
13,56
294,271
90,1086
18,26
308,649
191,302
200,96
16,197
271,199
142,169
207,258
177,333
271,378
305,425
191,286
21,558
197,96
234,206
308,402
308,640
269,522
94,265
272,12
296,20
180,462
7,163
13,186
178,731
256,781
263,176
279,1181
43,815
151,197
249,188
144,699
301,604
222,97
293,135
213,173
13,498
59,715
5,17
125,163
174,315
213,515
128,15
239,56
291,80
250,238
60,60
287,1
216,531
203,471
213,176
286,288
295,194
250,596
137,144
257,137
111,328
91,480
215,211
189,1060
1,20
303,404
187,210
214,568
285,191
96,156
115,1067
73,480
269,246
263,419
221,475
72,182
25,357
290,50
189,526
200,365
187,135
184,187
13,229
235,185
62,712
54,742
92,168
307,174
303,200
117,150
224,77
254,229
64,381
45,25
276,922
234,187
264,721
10,611
308,427
221,943
131,126
230,680
192,1061
90,900
193,941
128,603
244,265
119,382
231,181
301,33
94,744
130,642
56,121
62,12
178,845
217,597
79,303
138,484
308,81
269,198
13,864
230,742
269,507
239,1099
245,1028
295,961
10,7
279,399
6,98
243,1039
298,181
118,200
283,1114
171,292
70,217
10,100
245,181
276,70
189,56
226,242
62,1016
276,417
214,478
306,235
280,631
60,430
56,71
42,274
1,202
13,809
173,289
185,23
244,381
150,293
7,497
178,317
97,222
117,268
264,655
42,588
87,367
256,127
292,661
246,665
274,845
188,692
18,86
193,407
144,709
90,1198
48,609
22,128
311,432
8,22
276,188
222,173
72,866
299,134
1,171
165,216
181,121
200,11
234,626
244,707
90,25
208,216
263,96
134,323
279,586
2,292
49,302
286,153
22,80
234,318
268,147
274,405
7,492
16,55
290,161
92,515
239,1070
56,449
248,234
308,187
276,64
122,509
295,739
263,568
295,39
201,1100
159,1028
276,181
13,823
83,660
189,20
222,796
146,1022
125,80
43,120
77,518
291,686
236,57
156,661
232,52
168,866
37,288
235,230
90,506
186,566
44,660
118,774
7,661
42,1028
178,433
77,474
56,1047
286,99
295,190
224,69
272,317
207,318
7,648
87,82
44,449
306,287
167,659
108,100
230,304
54,302
90,22
286,357
14,269
92,121
181,405
65,806
44,443
244,183
1,265
270,25
286,746
239,272
216,55
178,385
194,23
188,143
276,294
158,1098
305,654
64,736
7,378
59,92
69,268
21,129
58,9
7,200
113,126
173,328
95,233
16,194
59,323
292,589
43,203
79,50
235,70
125,190
303,161
90,923
6,463
286,298
297,57
130,1217
36,748
104,285
21,447
111,301
18,408
25,222
270,98
68,237
83,215
89,216
128,317
305,512
286,175
256,86
221,48
201,203
150,181
144,742
109,566
215,421
174,937
268,583
160,462
195,273
224,178
99,1016
2,251
292,9
72,568
83,281
287,926
222,53
24,64
196,393
56,91
256,761
226,56
279,741
16,8
203,93
145,56
288,305
313,117
148,1
197,347
21,164
239,491
185,287
297,89
303,68
239,194
197,511
280,1
60,162
198,258
239,513
233,375
85,642
201,518
296,228
279,725
13,72
208,663
230,172
62,182
65,125
174,660
90,12
283,432
311,98
195,751
130,105
286,73
56,222
210,204
239,9
96,87
84,121
275,265
291,1178
70,399
311,9
301,523
152,685
244,172
53,281
244,790
26,125
24,191
13,181
2,50
313,566
144,125
188,443
276,324
72,234
83,385
109,402
185,216
14,213
57,79
230,963
176,875
253,97
284,269
106,526
291,418
84,1033
194,187
283,845
297,275
78,255
11,425
308,59
193,1078
87,585
8,50
186,148
312,692
175,127
7,644
276,419
83,210
313,616
279,168
276,474
62,59
83,97
63,100
16,178
90,945
42,98
303,393
274,50
94,792
184,98
248,589
200,892
296,222
196,381
72,196
256,472
128,182
286,85
172,220
308,516
308,436
220,298
21,324
285,269
210,70
199,221
297,25
276,78
299,847
1,47
164,281
96,673
291,1016
7,451
233,177
6,517
214,117
184,602
95,68
25,257
6,23
313,436
66,181
206,302
222,22
76,61
151,703
314,28
44,258
303,418
270,558
248,117
125,318
138,523
291,15
239,96
136,89
82,194
178,199
307,949
10,488
23,258
308,174
185,114
118,654
246,721
234,98
94,24
122,378
312,100
262,64
99,403
83,43
130,307
174,402
256,487
59,177
250,196
285,150
97,670
122,510
37,403
303,1098
165,372
176,324
44,15
190,117
29,189
94,174
117,181
19,435
194,191
158,24
56,447
214,137
92,747
188,96
58,173
244,154
134,879
298,625
254,230
16,209
151,835
200,588
297,432
312,133
151,12
305,483
141,258
44,240
214,213
233,208
1,222
230,419
94,651
205,316
14,174
279,89
112,331
296,429
13,868
87,210
10,285
23,463
216,174
4,303
138,517
5,1
276,357
62,433
239,475
130,234
264,70
208,197
24,763
162,1019
160,160
172,580
54,676
210,97
164,930
109,1012
207,25
109,1
58,709
303,693
152,111
227,50
295,72
277,255
279,96
1,253
18,182
276,568
87,177
213,13
125,134
128,739
291,428
25,208
288,272
274,748
70,419
151,919
199,268
11,740
59,77
222,88
38,161
121,14
252,277
303,411
210,527
312,573
234,1397
117,15
64,516
85,187
59,54
216,196
144,153
210,274
94,471
65,1142
1,113
76,175
294,508
263,1451
6,492
279,746
303,1109
184,191
